연번,시도,시군구,시군구,주소,기관명,대표전화,종별구분,설립구분,행정입원,폐쇄병상,개방병상,입원병상운영_야간공휴일,응급입원,낮병동운영,상급종합병원여부
688,서울,중랑구,,면목로 456. 한성빌딩,세화정신건강의학과의원,02-439-5522,6. 의원,4. 개인,,,,,,,
689,서울,중랑구,,봉화산로 218,연세혜안정신건강의학과의원,02-6951-4846,6. 의원,4. 개인,,,,,,,
690,서울,중랑구,,사가정로 398 JS빌딩,연세홍정신건강의학과의원,02-433-0351,6. 의원,4. 개인,,,,,,,
691,서울,중랑구,,사가정로 384 대길메디킬빌딩,이종일정신건강의학과의원,02-2209-2209,6. 의원,4. 개인,,,,,,,
692,서울,중랑구,,면목로 495 이레빌딩,지음정신건강의학과의원,02-434-4345,6. 의원,4. 개인,,,,,,,
693,부산,강서구,,명지국제5로 42,명지정신건강의학과,051-205-8486,6. 의원,4. 개인,,,,,,,
694,부산,금정구,,부곡로 122-1 정한빌딩,나우향정신건강의학과의원,051-715-5180,6. 의원,4. 개인,,,,,,,
695,부산,금정구,,체육공원로 608,다움병원,051-508-0011,2. 정신병원,4. 개인,O,,,,O,O,
696,부산,금정구,,금샘로 56,마음향기병원,051-516-1220,2. 정신병원,3. 법인,O,,,,O,O,
697,부산,금정구,,구서로 10 우지메디컬빌딩,서승진정신건강의학과의원,051-582-6001,6. 의원,4. 개인,,,,,,,
698,부산,금정구,,서동로 197-1(서동),온사랑병원,051-555-0808,2. 정신병원,4. 개인,,,,,,,
699,부산,금정구,,온천장로 131 우성빌딩,온정신건강의학과의원,051-504-7575,6. 의원,4. 개인,,,,,,,
700,부산,금정구,,수림로 15,우리정신건강의학과의원,051-581-8275,6. 의원,4. 개인,,,,,,,
701,부산,금정구,,중앙대로 1943 첨단빌딩,윤정신건강의학과,051-583-5002,6. 의원,4. 개인,,,,,,,
702,부산,금정구,,오시게로 22,포심정신건강의학과,051-518-4010,6. 의원,4. 개인,,,,,,,
703,부산,기장군,,기장읍 읍내로 108,기장정신건강의학과의원,051-722-0258,6. 의원,4. 개인,,,,,,,
704,부산,기장군,,장안읍 좌동길 40,동남권원자력의학원,051-720-5992,1. 종합병원,2. 공립,,,,,,,
705,부산,기장군,,정관로 563,부산아이정신건강의학과,051-714-6822,6. 의원,4. 개인,,,,,,,
706,부산,기장군,,정관읍 정관로 561,서루정신건강의학과의원,051-710-4575,6. 의원,4. 개인,,,,,,,
707,부산,기장군,,기장읍 차성동로 63,윤성욱정신건강의학과의원,051-724-2345,6. 의원,4. 개인,,,,,,,
708,부산,남구,,수영로 165,BH병원,051-633-6665,2. 정신병원,4. 개인,O,,,,O,,
709,부산,남구,,유엔평화로 156,가나병원,051-624-6666,2. 정신병원,3. 법인,O,,,,O,O,
710,부산,남구,,유엔평화로 12,당근정신건강의학과의원,051-583-2453,6. 의원,4. 개인,,,,,,,
711,부산,남구,,수영로 233,대연봄정신건강의학과의원,051-612-1335,6. 의원,4. 개인,,,,,,,
712,부산,남구,,황령대로 353번길 66,대연성모병원,051-621-2311,2. 정신병원,4. 개인,,,,,O,,
713,부산,남구,,수영로 295,대연힐정신건강의학과의원,051-711-9030,6. 의원,4. 개인,,,,,,,
714,부산,남구,,수영로 182-1,리즈정신건강의학과의원,051-639-3399,6. 의원,4. 개인,,,,,,,
715,부산,남구,,수영로 330,박지훈정신건강의학과의원,051-626-2525,6. 의원,4. 개인,,,,,,,
716,부산,남구,,용호로 232번길 25-14,부산성모병원,051-933-7114,1. 종합병원,3. 법인,,,,,,,
717,부산,남구,,수영로 252,서울최유라정신건강의학과의원,051-506-3233,6. 의원,4. 개인,,,,,,,
718,부산,남구,,수영로 216,아이앤맘정신건강의학과의원,051-715-9600,6. 의원,4. 개인,,,,,,,
719,부산,남구,,수영로 273,오동원신경정신과의원,051-624-7010,6. 의원,4. 개인,,,,,,,
720,부산,남구,,수영로 260,이든정신건강의학과의원,051-621-1077,6. 의원,4. 개인,,,,,,,
721,부산,남구,,수영로 203,이수근정신건강의학과의원,051-611-5878,6. 의원,4. 개인,,,,,,,
722,부산,남구,,용호로 50,천용준정신건강의학과의원,051-755-1155,6. 의원,4. 개인,,,,,,,
723,부산,남구,,수영로 323,편한숲건강의학과의원,051-710-0235,6. 의원,4. 개인,,,,,,,
724,부산,남구,,용호로 154,함께정신건강의학과의원,051-622-9637,6. 의원,4. 개인,,,,,,,
725,부산,동구,,범일로 112,더힐러스병원,051-715-1144,2. 정신병원,4. 개인,O,,,,,,
726,부산,동구,,중앙대로 371,박인순정신건강의학과의원,051-467-7520,6. 의원,4. 개인,,,,,,,
727,부산,동구,,중앙대로 401(좌천동),봉생기념병원,051-664-4000,1. 종합병원,3. 법인,,,,O,,O,
728,부산,동구,,범일로 97,새부산진정신건강의학과,051-636-8288,6. 의원,4. 개인,,,,,,,
729,부산,동구,,중앙대로 201,한결정신건강의학과의원,051-465-8275,6. 의원,4. 개인,,,,,,,
730,부산,동구,,중앙대로 375 1,한정신건강의학과의원,051-441-5071,6. 의원,4. 개인,,,,,,,
731,부산,동래구,,충렬대로 132,강병구정신건강의학과,051-504-3171,6. 의원,4. 개인,,,,,,,
732,부산,동래구,,온천장로 1,김경우정신건강의학과,051-557-1275,6. 의원,4. 개인,,,,,,,
733,부산,동래구,,명륜로 106,김민철정신건강의학과,051-710-3977,6. 의원,4. 개인,,,,,,,
734,부산,동래구,,충렬대로 187(명륜동),대동병원,051-554-1233,1. 종합병원,3. 법인,,,,,,,
735,부산,동래구,,안연로 109번길 27,동래봉생병원,051-520-5500,1. 종합병원,4. 개인,,,,,,,
736,부산,동래구,,충렬대로 152,마음의정원 정신건강의학과의원,051-711-7102,6. 의원,4. 개인,,,,,,,
737,부산,동래구,,명륜로 90,맘편한정신건강의학과,051-710-5330,6. 의원,4. 개인,,,,,,,
738,부산,동래구,,충렬대로 426,상록병원,051-555-8009,2. 정신병원,3. 법인,O,,,,O,,
739,부산,동래구,,사직북로 4,서울숲정신건강의학과의원,051-711-0486,6. 의원,4. 개인,,,,,,,
740,부산,동래구,,중앙대로 1325,숭인정신건강의학과,051-554-9777,6. 의원,4. 개인,,,,,,,
741,부산,동래구,,충렬대로 413 승연메디컬타워,안락한정신건강의학과의원,051-715-7077,6. 의원,4. 개인,,,,,,,
742,부산,동래구,,충렬대로 186,이경한정신건강의학과,051-714-5153,6. 의원,4. 개인,,,,,,,
743,부산,동래구,,충렬대로 248,이현정정신건강의학과,051-556-8772,6. 의원,4. 개인,,,,,,,
744,부산,동래구,,미남로 132번길 112 경우빌딩,제이공감정신건강의학과,051-751-7543,6. 의원,4. 개인,,,,,,,
745,부산,동래구,,충렬대로 239,진정신건강의학과,051-558-5536,6. 의원,4. 개인,,,,,,,
746,부산,동래구,,사직북로 7,"편한,안 정신건강의학과의원",051-711-5425,6. 의원,4. 개인,,,,,,,
747,부산,동래구,,충렬대로 117,한마음정신건강의학과,051-504-3131,6. 의원,4. 개인,,,,,,,
748,부산,부산진구,,양정로 62,동의병원,051-850-8508,1. 종합병원,3. 법인,,,,,,,
749,부산,부산진구,,동평로 422,강정신건강의학과,051-717-3886,6. 의원,4. 개인,,,,,,,
750,부산,부산진구,,중앙대로,김덕호정신건강의학과,051-819-9594,6. 의원,4. 개인,,,,,,,
751,부산,부산진구,,중앙대로 747,김용관정신건강의학과,051-803-7527,6. 의원,4. 개인,,,,,,,
752,부산,부산진구,,서면문화로 8 목원빌딩,나눔정신건강의학과,051-807-9978,6. 의원,4. 개인,,,,,,,
753,부산,부산진구,,새싹로 10-1,마음온정신건강의학과,051-710-8900,6. 의원,4. 개인,,,,,,,
754,부산,부산진구,,중앙대로 707,마음인정신건강의학과,051-817-0032,6. 의원,4. 개인,,,,,,,
755,부산,부산진구,,골드테마길 3,미소인정신건강의학과,051-633-4664,6. 의원,4. 개인,,,,,,,
756,부산,부산진구,,동평로 108-1,박영수정신건강의학과,051-898-2933,6. 의원,4. 개인,,,,,,,
757,부산,부산진구,,가야대로 784 에이플러스메디칼,보듬정신건강의학과,051-710-7976,6. 의원,4. 개인,,,,,,,
758,부산,부산진구,,중앙대로 621-1,부산정신건강의학과,051-643-6211,6. 의원,4. 개인,,,,,,,
759,부산,부산진구,,서면로 74 아이온시티빌딩,서면숲정신건강의학과,051-711-3311,6. 의원,4. 개인,,,,,,,
760,부산,부산진구,,새싹로 39번길,서일석정신건강의학과,051-818-7671,6. 의원,4. 개인,,,,,,,
761,부산,부산진구,,중앙대로 921 전원빌딩,스마일정신건강의학과,051-868-7233,6. 의원,4. 개인,,,,,,,
762,부산,부산진구,,서면문화로 2,신수미정신건강의학과,051-715-5855,6. 의원,4. 개인,,,,,,,
763,부산,부산진구,,가야대로 785 인제메디컬센터,심주철정신건강의학과,051-988-8275,6. 의원,4. 개인,,,,,,,
764,부산,부산진구,,가야대로 715,아이윈의원,051-714-5275,6. 의원,4. 개인,,,,,,,
765,부산,부산진구,,중앙대로 708번길,양창국의원,051-818-2526,6. 의원,4. 개인,,,,,,,
766,부산,부산진구,,가야대로 521,엄용섭정신건강의학과,051-894-2425,6. 의원,4. 개인,,,,,,,
767,부산,부산진구,,범일로 135,열린마음정신건강의학과,051-633-0312,6. 의원,4. 개인,,,,,,,
768,부산,부산진구,,가야대로 721,온종합병원,051-607-0157,1. 종합병원,3. 법인,,,,,,,
769,부산,부산진구,,복지로 75,인제대학교부산백병원,051-890-6114,1. 종합병원,3. 법인,,,,,,O,O
770,부산,부산진구,,가야대로 456,정형모정신건강의학과,051-891-0600,6. 의원,4. 개인,,,,,,,
771,부산,부산진구,,서면로 64 청석빌딩,조동환정신건강의학과,051-808-1162,6. 의원,4. 개인,,,,,,,
772,부산,부산진구,,가야대로 775,통통샤인정신건강의학과,051-805-8042,6. 의원,4. 개인,,,,,,,
773,부산,부산진구,,가야대로 462-1,푸른숲정신건강의학과,051-892-2211,6. 의원,4. 개인,,,,,,,
774,부산,부산진구,,가야대로 775-1,하루정신건강의학과,051-711-0993,6. 의원,4. 개인,,,,,,,
775,부산,부산진구,,가야대로 769,한사랑정신건강의학과,051-808-3878,6. 의원,4. 개인,,,,,,,
776,부산,북구,,금곡대로 285번길 5,김규호정신건강의학과의원,051-714-1383,6. 의원,4. 개인,,,,,,,
777,부산,북구,,만덕대로 15,김윤원정신건강의학과의원,051-361-8875,6. 의원,4. 개인,,,,,,,
778,부산,북구,,화명대로 44,더나은정신건강의학과의원,051-341-7721,6. 의원,4. 개인,,,,,,,
779,부산,북구,,만덕대로 16,덕천엘정신건강의학과의원,051-710-7009,6. 의원,4. 개인,,,,,,,
780,부산,북구,,만덕대로 59,부민병원,051-330-3000,1. 종합병원,3. 법인,,,,,,,
781,부산,북구,,만덕고개길 84,아하브병원,051-333-8600,2. 정신병원,3. 법인,,,,,O,,
782,부산,북구,,만덕대로 14,윤태호정신건강의학과의원,051-336-7474,6. 의원,4. 개인,,,,,,,
783,부산,북구,,만덕대로 21,이상경정신건강의학과의원,051-336-6500,6. 의원,4. 개인,,,,,,,
784,부산,북구,,화명대로 34,진심정신건강의학과의원,051-710-1475,6. 의원,4. 개인,,,,,,,
785,부산,북구,,만덕대로 20-1,참정신건강의학과의원,051-336-8520,6. 의원,4. 개인,,,,,,,
786,부산,사상구,,가야대로 288,가야신경정신과의원,051-322-1300,6. 의원,4. 개인,,,,,,,
787,부산,사상구,,학감대로 39번길 120,길정병원,051-320-6451,2. 정신병원,3. 법인,O,,,,O,,
788,부산,사상구,,학감대로 39번길 116,대남병원,051-324-2227,2. 정신병원,3. 법인,O,,,,O,,
789,부산,사상구,,가야대로 272,더편한정신건강의학과의원,051-711-7751,6. 의원,4. 개인,,,,,,,
790,부산,사상구,,사상로 194,마음튼튼정신건강의학과의원,051-711-2711,6. 의원,4. 개인,,,,,,,
791,부산,사상구,,학감대로 39번길 104-36,부산시립정신병원,051-312-2288,2. 정신병원,2. 공립,O,,,O,O,O,
792,부산,사상구,,삼덕로 5번길 85,사상중앙병원,051-305-7001,2. 정신병원,3. 법인,O,,,,O,,
793,부산,사상구,,사상로 237,우리병원,051-323-6611~3,2. 정신병원,4. 개인,O,,,O,O,,
794,부산,사상구,,광장로 77,장태섭정신건강의학과의원,051-313-0795,6. 의원,4. 개인,,,,,,,
795,부산,사상구,,가야대로 326,좋은삼선병원,051-322-0900,1. 종합병원,3. 법인,,,,,,,
796,부산,사상구,,사상로 246.,포근한정신건강의학과의원,051-717-2353,6. 의원,4. 개인,,,,,,,
797,부산,사상구,,백양대로 420,한국보훈복지의료공단 부산보훈병원,051-601-6000,1. 종합병원,3. 법인,,,,,,,
798,부산,사하구,,낙동대로 248,괴정병원,051-205-2611,2. 정신병원,4. 개인,O,,,,O,O,
799,부산,사하구,,다대로 547,김동진정신건강의학과의원,051-263-0911,6. 의원,4. 개인,,,,,,,
800,부산,사하구,,낙동남로 1414,김영미정신건강의학과의원,051-975-7575,6. 의원,4. 개인,,,,,,,
801,부산,사하구,,낙동대로 214(괴정동),김준호정신건강의학과의원,051-292-6808,6. 의원,4. 개인,,,,,,,
802,부산,사하구,,낙동대로 455 KS빌딩,김평주정신건강의학과의원,051-204-6888,6. 의원,4. 개인,,,,,,,
803,부산,사하구,,낙동대로 466,김현정신건강의학과의원,051-201-0250,6. 의원,4. 개인,,,,,,,
804,부산,사하구,,장평로 1,다대자연병원,051-204-5004,2. 정신병원,4. 개인,O,,,O,O,,
805,부산,사하구,,다대로 550 해랑빌딩,다대정신건강의학과의원,051-715-0451,6. 의원,4. 개인,,,,,,,
806,부산,사하구,,낙동대로 447 동인빌딩,류정신건강의학과의원,051-204-7583,6. 의원,4. 개인,,,,,,,
807,부산,사하구,,낙동남로 1392,맑은정신건강의학과의원,051-291-7755,6. 의원,4. 개인,,,,,,,
808,부산,사하구,,낙동남로 1417 락희빌딩,박민성정신건강의학과의원,051-203-5400,6. 의원,4. 개인,,,,,,,
809,부산,사하구,,하신중앙로 3번나길 10,부산정신병원,051-263-8891,2. 정신병원,3. 법인,O,,,,O,,
810,부산,사하구,,낙동대로 216번길 3,우정훈정신건강의학과의원,051-293-7566,6. 의원,4. 개인,,,,,,,
811,부산,서구,,옥천로 130번길 38,(복지)예사랑병원,051-248-9000,2. 정신병원,3. 법인,O,,,,O,,
812,부산,서구,,구덕로 109,강철중정신건강의학과의원,051-711-0275,6. 의원,4. 개인,,,,,,,
813,부산,서구,,감천로 262,고신대학교복음병원,051-990-6114,1. 종합병원,3. 법인,,,,,,O,O
814,부산,서구,,대신공원로 26,동아대학교병원,051-240-2400,1. 종합병원,3. 법인,,,,,,O,O
815,부산,서구,,구덕로 179,부산대학교병원,051-240-7493,1. 종합병원,2. 공립,,,,O,,O,O
816,부산,서구,,대티로 170,삼육부산병원,051-600-7575,1. 종합병원,3. 법인,,,,,,,
817,부산,서구,,구덕로 122,이창영정신건강의학과의원,051-242-2112,6. 의원,4. 개인,,,,,,,
818,부산,서구,,대영로 54,장우성정신건강의학과의원,051-241-0588,6. 의원,4. 개인,,,,,,,
819,부산,수영구,,수영로 693,거북이정신건강의학과의원,051-957-0001,6. 의원,4. 개인,,,,,,,
820,부산,수영구,,수영로 699,마인드풀정신건강의학과의원,051-714-0706,6. 의원,4. 개인,,,,,,,
821,부산,수영구,,수영로 382,박숙현정신건강의학과의원,051-611-3339,6. 의원,4. 개인,,,,,,,
822,부산,수영구,,수영로 675,백정신건강의학과의원,051-759-7559,6. 의원,4. 개인,,,,,,,
823,부산,수영구,,수영로 615,비에이치에스한서병원,051-756-0081,1. 종합병원,3. 법인,,,,,,,
824,부산,수영구,,수영로 669,수영봄정신건강의학과의원,051-711-7510,6. 의원,4. 개인,,,,,,,
825,부산,수영구,,수영로 577,신 경성 정신건강의학과의원,051-636-5560,6. 의원,4. 개인,,,,,,,
826,부산,수영구,,수영로 710-1 프라임메디컬,신세계정신건강의학과,051-751-1236,6. 의원,4. 개인,,,,,,,
827,부산,수영구,,수영로 466,오름정신건강의학과의원,051-917-8275,6. 의원,4. 개인,,,,,,,
828,부산,수영구,,수영로 493,의료법인 은성의료재단 좋은강안병원,051-625-0900,1. 종합병원,3. 법인,,,,,,,
829,부산,수영구,,수영로 679번길 8,의료법인센텀의료재단 센텀종합병원,1644-5520,1. 종합병원,3. 법인,,,,,,,
830,부산,수영구,,수영로 712,이봉주정신건강의학과의원,051-755-9992,6. 의원,4. 개인,,,,,,,
831,부산,수영구,,수영로 695,이채일정신건강의학과의원,051-756-4455,6. 의원,4. 개인,,,,,,,
832,부산,수영구,,광안로 4,이현숙정신건강의학과의원,051-752-0075,6. 의원,4. 개인,,,,,,,
833,부산,수영구,,수영로 386-1,인성 정신건강의학과의원,051-626-3331,6. 의원,4. 개인,,,,,,,
834,부산,수영구,,수영로 394,한귀원정신건강의학과의원,051-612-1119,6. 의원,4. 개인,,,,,,,
835,부산,수영구,,수영로 685,행복한수영정신건강의학과의원,051-996-8275,6. 의원,4. 개인,,,,,,,
836,부산,연제구,,중앙대로 1033,공정신건강의학과,051-851-7502,6. 의원,4. 개인,,,,,,,
837,부산,연제구,,중앙대로 1239,동래나눔과행복병원,051-507-7011,2. 정신병원,4. 개인,,,,,O,O,
838,부산,연제구,,중앙대로 1077,라라정신건강의학과의원,051-515-9900,6. 의원,4. 개인,,,,,,,
839,부산,연제구,,중앙대로 1114,리앤박정신건강과,051-865-0911,6. 의원,4. 개인,,,,,,,
840,부산,연제구,,중앙대로 1091,마음연정신건강의학과의원,051-715-0375,6. 의원,4. 개인,,,,,,,
